회차,시간,인물,대사
9,30~35,두한,에휴 공부는 무슨...? 난 안돼. 그 옛날에 교동보통학교 다닐 때도 맨날 낙제만 했었다고. 
9,30~35,정진영,아 너희 할아버지는 좋으신 분인데 왜 너를 학교를 보내지 않았을까?
9,35~40,두한,거 학교에 가지 않더라도 배울 건 많아. 난 만주로 갈 거야. 만주에 가서 군관학교도 가고 독립군이 될 거야. 
9,35~40,정진영,만주? 독립 군...? 
9,35~40,두한,그래... 내 머리 속엔 온통 그 생각 뿐이야. 난 꼭 그렇게 될 거야. 
9,35~40,정진영,그것도 나쁠 건 없어. 사람은 누구나 자기가 하고 싶은 것을 해야 한다고 배웠어. 나는 공산당이 될 거야. 못사는 사람들을 위해 일할 거야. 프로레타리아 말이야. 
9,35~40,두한,프로레타리아...?
9,45~50,두한,예? 아니 저... 할아버지? 만주에 갈 수 있다구요? 
9,45~50,두한,"하으... 아, 정말... 아 저, 정말 만주에 갈 수 있는 거에요?"
9,45~50,두한,"흐...! 할아버지, 감사합니다. 감사합니다 할아버지...!"
9,55~60,두한,"아, 언제 오셨어요? "
9,55~60,두한,최기자님 잘 계시죠?
9,55~60,두한,예... 아 저 할아버지...? 저 정말 만주에 갈 수 있는 거죠? 
9,55~60,두한,"하으... 예, 할아버지. "
9,55~60,두한,아니 뭐요? 왜 이러는 거요?* 
9,55~60,두한,당신들 누구야? 왜 이러는 거야 대체?*
9,55~60,두한,"할아버지, 어서 피하세요! 어서요!* "
9,55~60,두한,어서요...!*
10,0~5,두한,아니 뭐요? 왜 이러는 거요?* 
10,0~5,두한,당신들 누구야? 왜 이러는 거야 대체?* 
10,0~5,두한,할아버지 피하세요! 어서요!* 
10,0~5,두한,어서요...!*
10,5~10,두한,할아버진 어디 있어...? 
10,5~10,두한,씨...! 우리 할아버지를 어떻게 하는 거야?!
10,10~15,두한,할아버지 풀어 줘. 그렇지 않으면...!
10,10~15,두한,"널 가만두지 않겠어, 미와...!"
10,10~15,두한,풀어 줘.* 할아버지를 풀어 줘!
10,10~15,두한,할아버지 풀어 줘...
10,10~15,두한,우리는 모른다. 할아버지도 아무 것도 모르신다.
10,10~15,두한,우린 모른다...
10,10~15,두한,"그래 알고 있다... 그래서, 너는 내 원수다. 넌 언젠가 내 손에 죽고 말거다 미와..."
10,10~15,두한,반드시 내 손으로 죽이고 말 것이다...!
10,30~35,두한,"아무리 해봐라, 이 쪽발이 앞잡이 새끼들아...!*"
10,45~50,두한,"할아버지...! 어... 하, 할아버지...! 할아버지...!*"
10,45~50,두한,"할아버지, 할아, 할아버지... 할아버지...!*"
10,45~50,두한,"할아, 하... 할아버지... "
10,45~50,두한,"하, 하, 할아버지... 아아, 할아버지 죽지 마세요...! 할아버지! 할아, 할아버지! 할아버지! "
10,45~50,두한,"할아버지....... 할, 할아버지..!.할아버지, 할아버지, 할아버지...! 할아버지...! 할아버지...!*"
10,45~50,두한,할아버지... 할아버지가 돌아가셨어... 할아버지를... 이 놈들아...! 니들이 할아버지를 죽였어 니 놈들이... 문열어...! 문열어 이 놈들아! 문열어! 문 열어!! 할아버지...!*
10,50~55,정진영,글쎄...*
10,50~55,정진영,"야, 잠깐만... 아저씨, 최기자 아저씨? 안녕하세요? 아 저 모르시겠어요? 두한이 친구 정진영이에요.* "
10,50~55,정진영,응? 예...? 저 무슨 말씀이세요? 면회라니요?* 
10,50~55,정진영,"왜요? 아이, 두, 두한이가 왜요?*"
10,55~60,두한,형...!*
10,55~60,두한,"형, 괜찮아요...?* "
10,55~60,두한,알아요... 형...* 
10,55~60,두한,그래... 그래... 할아버지는 돌아가셨어... 할아버지는 돌아가셨다구... 돌아가셨다고...*
10,55~60,정진영,두한이 아버지와 관련된 사건이야. 쉽게 나오지 못할 것 같아. 
10,55~60,정진영,예전 일이 발각된 거야.
10,55~60,정진영,두한이가 고생을 많이 하고 있을 거야... 심한 고문도 당하고...
10,55~60,정진영,"아마 그럴 거예요, 어머니..."
10,55~60,정진영,하아...
10,60~65,두한,미와... 네가 그런 거지? 
10,60~65,두한,니가 우리 할아버지 죽인 거지? 그렇지!?
10,60~65,두한,아니야. 네가 우리 할아버지를 죽였어...
10,60~65,두한,기억해라. 내가 꼭 복수할 거야. 내 손으로 죽일 거야. 죽여버릴 거라고!! 
10,60~65,두한,분명히 내 손으로 죽일거다. 꼭 죽이고 말거야! 꼭!!
11,0~5,두한,미와... 네가 그런 거지? 
11,0~5,두한,니가 우리 할아버지 죽인 거지? 그렇지!?
11,0~5,두한,기억해라. 내가 꼭 복수할 거야. 내 손으로 죽일 거야. 죽여버릴 거라고!! 
11,0~5,두한,분명히 내 손으로 죽일거다. 꼭 죽이고 말거야! 꼭!!
11,0~5,두한,"아, 저... 할머니?*"
11,0~5,두한,아이... 아 어떻게 오셨어요?*
11,0~5,두한,"하으... 예, 할머니.*"
11,0~5,두한,아 걱정 마세요. 전 괜찮습니다.*
11,0~5,두한,"예, 할머니.*"
11,0~5,두한,아 저 근데... 큰어머닌요?*
11,0~5,두한,"아, 예...*"
11,0~5,두한,"예, 할머니.*"
11,15~20,두한,나 말이요?
11,15~20,두한,난 할 얘기 없는데...
11,15~20,두한,모르겠는데.
11,15~20,두한,그만해. 
11,15~20,두한,조용히 있겠다고 약속해.
11,15~20,두한,약속한 거야...?
11,15~20,두한,급소를 맞아서 그런 거에요. 조금 있으면 깨어날 겁니다.*
11,25~30,두한,다신 절대 잊지 않을 거요. 
11,30~35,두한,할아버지...*
11,30~35,두한,"할아버지! 할아버지! 할아버지! 할아버지, 할아, 할아버지! 할아버지! 할아버지! 할아버지! 할아버지! 할아버지! 할아버지!*"
11,30~35,두한,예...
11,30~35,두한,할아버지는 어디에 묻히셨습니까...? 
11,35~40,두한,"아닙니다. 고맙지만, 할머니께 먼저 인사를 드려야 할 것 같습니다."
11,35~40,두한,"예, 아저씨..."
11,35~40,두한,하유... 고생은요... 걱정들 많이 하셨죠? 
11,35~40,두한,아버님의 상청을요?
11,35~40,두한,"아버님의 두한입니다... 아버님의 아들 김두한입니다. 절대 아버님의 이름을 더럽히지 않는 아들이 되겠습니다. 아버님의 뒤를 따라 위대한 독립군이 되겠습니다, 아버님...*"
11,35~40,두한,허... 저는... 당분간 갈 수가 없습니다. 
11,35~40,두한,경성 밖으로 빠져 나가려면 미와의 허락을 받아야 되거든요. 만약 제가 간다면 아버님의 일이 드러나고 말 겁니다. 
11,35~40,두한,"죄송합니다, 할머니..."
11,35~40,두한,아닙니다... 제게 따로 생각이 있습니다.
11,35~40,두한,기회를 봐서 만주로 가겠습니다.
11,35~40,두한,"네, 아버님의 뒤를 따르고 싶습니다."
11,40~45,두한,"예, 할머니."
11,40~45,두한,"아이... 아닙니다, 할머니. 저 혼자 힘으로도 충분히 갈 수 있습니다.*"
11,40~45,두한,"고맙습니다, 할머니. 고맙습니다...*"
11,40~45,두한,"예, 할머니.*"
11,40~45,두한,"인마, 그렇게 구박을 하면 더 못하는 거야."
11,40~45,두한,그럼 내가 누구로 보이냐? 
11,40~45,두한,오늘 아침에.
11,40~45,두한,그래.
11,40~45,정진영,일은 다 끝냈어?
11,40~45,정진영,누가 왔는데? 
11,40~45,두한,진영아!
11,40~45,정진영,하...! 두한아!*
11,40~45,정진영,삼청동 어른들껜 인사 드렸니?*
11,40~45,두한,응.*
11,40~45,두한,나 만주로 갈 거야.*
11,40~45,두한,언젠가 진영이 너한테 말한 적 있었지? 만주로 가서 독립군이 되고 싶다고 말이야.*
11,40~45,정진영,"그래, 기억 나.*"
11,40~45,두한,내 생각은 변함이 없어. 유치장에서도 늘 그 생각 뿐이었고. 하 근데... 경성을 빠져나갈 수가 없게됐어... 요시찰 대상이거든...*
11,40~45,정진영,주의해서 볼 사람이란 얘기야.
11,40~45,정진영,그럼 만주로 갈 방법은 생각해 놓은 거 있어? 
11,40~45,두한,"그 유치장에서 얼핏 들었는데, 밀선을 타고 중국으로 가는 길이 있대. "
11,40~45,정진영,밀선?
11,40~45,두한,아무리 생각을 해봐도 그 방법 밖에 없을 것 같애. 근데 그것도 그리 쉬운 일은 아닌가 보더라. 
11,40~45,정진영,밀선이라면... 어 내가 알아봐 줄 수도 있을 것 같다.
11,40~45,정진영,"야 개코, 너도 기억 나지? 언젠가 털보라는 녀석이 밀선에 대해 말한 적 있잖아? "
11,40~45,두한,아이 지금 무슨 얘기들을 하고 있는 거야? 아 털보는 또 누구고?
11,40~45,정진영,종로에서 노는 놈인데 중국인 촌에도 자주 드나들어. 그 녀석이라면 밀선에 대해 잘 알고있을 거야. 
11,40~45,두한,그래? 야 그 잘 됐다. 야 그럼 니가 그 좀 알아봐 주라.
11,40~45,정진영,"그래 그렇게 해 보자. 그 털보라는 녀석, 우리가 잘 아는 놈이거든. 내가 한 번 알아볼게. 잘하면 밀선을 탈수도 있을 거야. 분명히 우리에게 밀선에 대해 말한 적 있었거든."
11,45~50,정진영,"야, 야, 야...! 소리내지 말고 마셔. 조용...!*"
11,45~50,정진영,"어, 여기야! 이리 와.*"
11,45~50,정진영,으흠... 너... 우리한테 중국인 밀선에 대해 말한 적 있었지?*
11,45~50,정진영,내 친구가 만주에 가려고 하는데 말이야.*
11,45~50,정진영,에 그러니까 털보 너한테 부탁하는 거 아니겠냐? 너라면 할 수 있을 거 같아서.*
11,45~50,정진영,얼마나 필요한데?*
11,45~50,정진영,뭐? 백 원? 아니 그렇게나 많이...?*
11,45~50,정진영,백 원이라... 백 원...*
11,45~50,두한,여기 백원이야. 일은 틀림없겠지?*
11,45~50,두한,언제까지 해 줄 수 있어?*
11,45~50,두한,알았어.*
11,45~50,정진영,약속 꼭 지켜야 해.*
11,45~50,정진영,그건 걱정말고 빨리 알아보기나 해.*
11,45~50,두한,"그래, 아 내가 가서 연락할게."
11,45~50,정진영,생각 같아선 나도 너하고 함께 만주로 가고 싶다. 나도 가서 큰 일을 하고 싶어.
11,45~50,두한,"하... 인마, 너한텐 어머님이 계시잖아."
11,45~50,정진영,"그래, 어머니 때문이지... 하지만, 독립군이 되지 못하지만 나도 여기서 열심히 살게. 말했지만 난 공산주의자가 될 거야. 무산계급 속에서 모두가 다 잘사는 세상을 만들 거야. 두고 봐. 그렇게 할 거야."
11,45~50,두한,쩝... 그래. 진영이 넌 잘할 거야. 
11,45~50,정진영,그나저나 일이 잘 되어야 할 텐데... 털보가 과연 잘 해낼까? 우리도 그 녀석을 안 지가 그렇게 오래 되지 않았거든...
11,50~55,정진영,또 술타령이냐? 하여튼 이 개코하고는...
11,50~55,정진영,"얘는 중독이야. 하루도 안 마시면 못 산다고. 큰 일이야, 큰 일..."
11,50~55,두한,하 이 자식 진짜 큰 일이네. 아 웬 술을 그렇게 마셔?
11,50~55,두한,하하하...
11,50~55,두한,"진영이가 걔 있는 곳으로 갔으니까, 조금 기다려보자.*"
11,50~55,두한,"하... 쩝, 좀만 더 기다려보고. 그래도 안 오면 가보자.*"
11,50~55,정진영,"야 너희, 너희들 털보 못 봤냐? 털보 말이야.*"
11,50~55,정진영,뭐? 종로 회관에서? 고맙다.*
11,50~55,정진영,안녕하세요.
11,50~55,정진영,"야, 털보?"
11,50~55,정진영,너 나 좀 보자.
11,50~55,정진영,무슨 일 있냐고? 너 지금 그걸 말이라고 하는 거야? 
11,50~55,정진영,어떻게 된 거야? 왜 약속장소에 안 나온 거야?
11,50~55,정진영,그러면 그렇다 얘기를 해줘야지. 너 얼마나 찾아다녔는 줄 알아? 이 그럼 언제쯤 되는 거야?
11,50~55,정진영,뭐...? 한 달도 더 걸린다고?
11,50~55,정진영,"아 조용히 해...! 야, 털보, 너 안 되겠다. 그 돈 내놔. 우린 그렇게 못 기다려."
11,50~55,정진영,뭐? 
11,50~55,정진영,이 자식이! 내놔. 그 돈이 어떤 돈인 줄 알아!
11,50~55,정진영,나쁜 자식!
11,50~55,정진영,"어서, 내놔!*"
11,50~55,정진영,"윽...! 어윽... 털보, 안 돼... 그 돈은 돌려줘야 돼... 털보...! 윽...!"
11,55~60,정진영,"야, 털보! 털보, 거기서. 거기 서란 말이야."
11,55~60,정진영,"내놔, 그 돈 내놔. 내 친구 돈이야. 그게 없으면 안 돼. 내 놔! 내 놓으라고 이...!"
11,55~60,정진영,내놔...!*
11,55~60,두한,그만 멈추지 못해?*
11,55~60,두한,왜 내 동무를 때렸어?
11,55~60,두한,내 돈 돌려 줘.
11,55~60,두한,"내 돈 내놔, 내 돈! "
11,55~60,두한,내 돈...!*
11,55~60,두한,내 돈!*
12,0~5,두한,"내 돈 내놔, 내 돈! "
12,0~5,두한,내 돈...!*
12,0~5,두한,내 돈!*
12,0~5,두한,이 자식들은 내 돈을 가져갔어. 내 돈.
12,0~5,두한,난 미안한 거 없어.
12,0~5,정진영,"두, 두한아, 저 사람은 안 돼. 죄송하다고 해. 어?"
12,0~5,두한,김두한이다.
12,0~5,두한,김두한이다.
12,0~5,정진영,그러게 말이야...**
12,5~10,두한,내일까진 내 돈 가져와. 
12,5~10,정진영,악!*
12,15~20,정진영,하지만 앞으로가 걱정이다. 걔네들이 가만있지 않을 거야. 보복을 해 올 거라고.
12,15~20,정진영,쌍칼이 오면?
12,15~20,두한,그 사람이 누군데? 
12,15~20,정진영,너 몰라? 김무옥이의 오야붕. 구마적도 싸움 실력 인정하고 형님 동생으로 지내는 사이야. 
12,15~20,두한,구마적?
12,15~20,정진영,"두한아, 일단 피하는 게 어떻겠냐? 우리를 아니까 분명 이 곳으로 찾아 올 거야. "
12,15~20,두한,아 쌍칼이란사람이 그렇게 대단하냐? 
12,15~20,정진영,특히 칼을 빼들면 아무도 당하지 못한대. 
12,15~20,두한,허... 칼을 써? 비겁한 사람이군...
12,15~20,정진영,하지만 특별한 경우만 칼을 써. 쌍칼이 칼을 빼든 모습을 본 사람은 별로 없어.
12,15~20,두한,쌍칼...
12,25~30,정진영,"미안하다, 두한아. 괜히 나 때문에..."
12,25~30,두한,아니야. 내가 더 미안하지.
12,25~30,정진영,하유... 만주는 이제 어떡하냐? 털보가 순순히 돈을 돌려준다고 해도 밀선을 타긴 틀렸잖아?
12,25~30,두한,뭔가 다른 방법이 있겠지. 쓰으... 그 분이라면 도와주실 수 있을 텐데...
12,25~30,두한,최기자 아저씨라고 너도 옛날에 본 적이 있을 거야. 
12,25~30,정진영,응. 알아.
12,25~30,두한,하지만 그 분한테 더 이상 신세지고 싶지가 않아. 어릴 적부터 너무 많은 도움을 받았었거든. 그리고 이제부터는 모든 일을 내 힘으로 하고 싶어. 나도 이제 어른이잖아?
12,35~40,정진영,"아, 예."
12,35~40,두한,돈은 가져왔나?
12,35~40,두한,내가 왜 너하고 같이 가야 하나? 
12,35~40,두한,나는 가고 싶지 않아.
12,35~40,두한,난 싸우고 싶지 않아.
12,35~40,두한,"정, 그렇다면 할 수 없지."
12,35~40,두한,제법 손이 빠르구나?*
12,35~40,두한,그래? 네 주먹이 얼마나 센지 일부러 한번 맞아 봤다. 세긴 세구나.*
12,35~40,두한,난 아무도 두렵지 않아. 
12,35~40,두한,도망 같은 거 안가. 가서 전해. 내 돈 가지고 오라고 말이야.
12,35~40,정진영,두한아... 저 문영철의 말이 옳아. 저들이 형이라고 부르는 사람이 바로 쌍칼이야. 조선 팔도가 다 아는 주먹이라고...
12,40~45,정진영,쌍칼한테는 안돼. 더 이상은 무모한 짓이야. 아 저들은 종로통에 건달들이야. 건달 말이야. 
12,40~45,정진영,두한아 넌 만주를 가야 해. 여기서 이럴 필요가 없잖아? 혹시라도 잘못되면 만주고 뭐고 다 끝나는 거야.
12,40~45,두한,비겁하게 도망갈 순 없어. 그리고 그 돈이 없으면 만주에 가지도 못 해. 
12,40~45,정진영,하지만 두한아...!
12,40~45,두한,할머니와 큰어머니가 어렵게 바느질 해서 마련한 돈이야. 꼭 되찾아야 돼.
12,40~45,두한,왜 왔느냐고 물었습니다.
12,40~45,두한,뭣 때문에요?
12,40~45,두한,좋습니다. 나가겠습니다.
12,40~45,정진영,정말 가려고 하냐? 쌍칼한테 갈 거야?
12,55~60,정진영,글쎄...
13,0~5,정진영,아잇... 제발 설레발 좀 치지말고 잠자코 있어. 두한이한테 무슨 일이 생기면 나도 가만히 있지 않을 거야.
13,0~5,두한,김두한입니다. 
13,0~5,두한,지금 알았습니다. 
13,0~5,두한,때린 게 아니라 정정당당하게 싸운 겁니다. 
13,0~5,두한,아직 그것까진 생각 못했습니다. 
13,0~5,두한,분명한 건 아저씨 부하들이 나쁜 짓을 하다 그렇게 됐다는 겁니다. 
13,0~5,두한,난 어린애가 아닙니다. 
13,0~5,두한,당신을 이기면 되는 겁니까? 
13,0~5,두한,아저씨라는 말이 싫다면 당신이란 말 밖에 없지 않습니까? 
13,0~5,두한,네...!
13,0~5,두한,물론 당신이 칼을 들면 난 죽습니다. 하지만 그냥 죽는 거 보단 싸우는 게 낫지 않겠습니까? 당신이 칼을 들지 않는다면 싸워 보겠습니다. 
13,0~5,두한,네. 
13,0~5,두한,네...
13,5~10,두한,이게 뭡니까...? 
13,5~10,두한,"아, 술 못 마십니다."
13,5~10,두한,예...? 
13,5~10,정진영,조금만 더 기다려 보자. 
13,5~10,두한,전 술 마시지 못한다고 했습니다.*
13,5~10,두한,그냥 혼자서 운동만 했습니다.*
