,회차,시간,인물,대사
506,52,10~15,유진산,"하하하, 들었네. 건국치안대가 간만에 속시원한 일을 해냈더구만..."
508,52,10~15,유진산,김두한?
510,52,10~15,유진산,"음... 그래 들어본 것 같구만... 보기 드문 협객이라더니 과연, 허허..."
512,52,10~15,유진산,그걸 내가 어찌 알겠는가?
514,52,10~15,유진산,"배, 백야? 아니 그럼 백야의 아들이 주먹패로 있었단 말인가?"
516,52,10~15,유진산,"하기사... 그럴 수도 있었겠지... 백야의 아들이라... 김두한이가 백야의 아들이라... 허허, 이것 참..."
518,52,10~15,유진산,"오... 그렇구만...! 그래, 그거 아주 좋은 이야기일세."
520,52,10~15,유진산,"오오... 그래, 그래... 그리 될 수만 있다면야... 하하하... 김두한이라...? 음, 그랬었구만..."
521,52,10~15,최동열,한동안 못 뵈었습니다. 소식도 못 전했구요. 요즘 해방이 되고 나서 다시 신문들이 복간하기 시작했습니다. 자연 일이 더 바빠지는군요...
523,52,10~15,최동열,"하하... 그런 건 아닙니다. 객원기자라고 해서 기자는 기자지만 좀 자유스럽습니다. 근데, 어떠신지요? 어머님께서는요?"
525,52,10~15,최동열,그러시겠죠... 두한 군은 좀 어떻습니까?
527,52,10~15,최동열,저런... 하긴 그럴겁니다. 요즘 건준 치안대의 일을 하고 있다고 하더군요.
529,52,10~15,최동열,불원간 제가 한번 만나보겠습니다. 그렇지 않아도 바로 엊그제 아주 큰일을 했습니다. 그 일로 사람들이 아주 크게 놀랐지요.
531,52,10~15,최동열,아... 나쁜 일은 아닙니다. 일본 해군무관부라고 군인들이 종로에 있었는데 그들을 내쫒았다고 합니다. 아직도 일본군들이 시퍼렇게 조선에 남아있습니다. 아주 어려운 일을 한 것이지요.
534,52,10~15,최동열,앞으로도 이 나라가 자리가 잡히려면 한참 걸릴 겁니다. 그러자면 두한 군은 그만큼 모르긴 몰라도 더 바빠질 겁니다. 집에 마음을 쓸 여가가 없다는 것이죠.
536,52,10~15,최동열,허허허... 무슨 말씀을요.
538,52,10~15,최동열,이 시대에는 그 주먹도 쓰기에 따라서 아주 엄청난 힘을 발휘할 수가 있죠.
541,52,15~20,최동열,이미 이 최동열이가 보살펴 줄 나이는 아닙니다. 두한 군은 나름대로 제 몫을 훌륭히 해낼겁니다. 염려마십쇼. 
542,52,15~20,최동열,오히려 댁에 계신 분들이 저는 더 걱정입니다. 급변하는 이 시류를 어떻게 감당들 하며 사실까 하고 말이죠. 곧 미국이 들어옵니다. 그렇게 되면 세상이 또 달라집니다. 북쪽에는 이미 평양에 소련군들이 들어와 있다고 합니다.
544,52,15~20,최동열,"네, 잘못하면 일본은 가지만 또 다른 강대국들이 이 나라를 통치하게 될지도 모릅니다."
546,52,15~20,최동열,"네, 어쨌든 세상이 제자리를 잡으려면 한참은 걸릴 겁니다. 그 동안 잘들 지내세요. 무슨 일 있으면 연락 주시구요."
548,52,15~20,나레이션,"해방 그 해 십월 십육일 미국에서 이승만이 귀국하고 십일월 이십삼일, 임시정부를 이끌던 백범 김구가 귀국한 지 얼마 후인 십이월 이십팔일, "
549,52,15~20,나레이션,"모스크바에서는 미국, 소련, 영국이 참석한 삼상회의가 열리고 한반도에 대한 오년간의 신탁통치가 결정됐다."
550,52,15~20,나레이션,신탁통치. 즉 독립국의 능력이 없기 때문에 강대국들의 또 다른 간섭과 지도를 받아야 한다는 뜻이다. 
551,52,15~20,나레이션,남북한을 막론하고 국민들은 벌떼처럼 일어나 신탁통치를 반대했다. 그러나 그 반대데모 속에 뜻하지 않은 일이 일어나게 된다. 소련의 사주 속에 신탁통치를 찬성하는 관제데모가 일어나기 시작한 것이다.
552,52,15~20,두한,"무슨 소리야, 찬탁이라니?"
553,52,15~20,두한,"아, 뭐가 잘못 된 거 아니야? 어제만 해도 신탁통치를 반대한다고 했잖아?"
554,52,15~20,정진영,그랬지... 하지만 그건 너무 성급하고 감상적인 판단이었어. 또 다시 다른 나라의 지배를 받게 되었다는 생각에 감상적인 대응을 한거지.
555,52,15~20,정진영,"하지만 조선의 해방은 연합국이 가져다 준 것이야. 그렇기 때문에 연합국의 협조 하에, 임시정부를 수립할 수 밖에 없는 거야."
556,52,15~20,두한,쉽게 얘기를 좀 해봐. 무슨 얘긴지 하나도 모르겠다.
557,52,15~20,정진영,우리 힘으로 독립을 한 게 아니니까 우리 맘대로 할 수 없다는 거야.
558,52,15~20,두한,"아니 뭐, 뭐야 그럼... 독립이 된 게 아니잖아?"
559,52,15~20,정진영,왜정 때하고는 전혀 사정이 달라. 연합국은 우리를 보호하고 감독하는 역할만 하게 될 거야. 실제로 정부를 이끌어 가는건 우리 조선 사람들이 하게 될거야...
560,52,15~20,두한,뭐가 그렇게 복잡하냐? 아무튼 난 마음에 안 들어. 해방을 시켜줬으면 그만이지 제놈들이 뭔데 남의 나라 일에 간섭을 하려는 거야?
561,52,15~20,정진영,"니 생각을 이해 못하는 건 아니야... 하지만 이건 소련의 주문이야. 그래서 우리 공산당에서도 이걸 받아들인 거라구... 그만, 그만 하자. 사실 그 이야기 하려고 온 건 아닌데.."
563,52,15~20,정진영,"두한아, 일전에 얘기했던 그 청년단 말이야.."
564,52,15~20,두한,청년단?
565,52,15~20,정진영,음 그래. 당에서 서두르라는 지시가 내려왔다. 맡아줄 거지?
566,52,15~20,두한,내가 뭐 아는 게 있어야지... 단장은 진영이 니가 해라. 내가 뒤에서 도와줄게.
567,52,15~20,정진영,무슨 소리야? 두한이 니가 맡아줘야 해. 넌 영원한 나의 대장이잖아?
568,52,15~20,두한,자식...!
569,52,15~20,정진영,하하하... 청년단의 이름은 조선청년전위대라고 지었어. 혁명투쟁의 선두에서 싸우겠다는 결의가 담긴 명칭이야.
570,52,15~20,두한,조선청년전위대...? 조선청년전위대...
572,52,15~20,유진산,"하하하... 아닙니다, 염단장. 세상은 지금 신탁통치 반대의 열기로 온 나라가 다 달아올랐습니다."
576,52,20~25,유진산,"누가 아니랍니까? 공산주의자들에겐 민족도, 부모 형제도 없습니다. 오로지 혁명, 혁명 뿐이지요."
584,52,20~25,유진산,"허허! 여기 앉아서 천리를 보십니다, 그려? 하하..."
599,52,20~25,두한,오래간만입니다.
602,52,20~25,두한,저보다는 이 진영이가 나을 겁니다. 이 친구에게 맡기면 어떻겠습니까?
603,52,20~25,정진영,두한아...
605,52,20~25,두한,난 아직도 소속은 치안대에 두고 있습니다.
608,52,20~25,두한,"뭐, 그렇게 되긴 됐습니다마는...."
612,52,20~25,두한,독립군?
614,52,20~25,두한,"아니 이게 무슨? 하, 왜 이러십니까?"
615,52,20~25,두한,"이, 독립군이라는 말에 나도 생각한 바가 있습니다. 일어나십쇼. 그렇게 하겠습니다."
617,52,20~25,두한,알았습니다. 하하하...
619,52,25~30,두한,그렇게 하겠습니다. 진정한 독립을 위한 일이 아닙니까?
622,52,25~30,문영철,야 인마. 진영이는 오래 전부터 거 뭐냐... 사회주의인가 뭔가를 공부해 왔어.
624,52,25~30,문영철,어허... 모두 좋자구 하는 일이래잖냐. 그럼 그런 줄 알고 잠자코 있어.
626,52,25~30,문영철,요새... 두한이도 열심이더라. 그리고 오야붕이 하는 일이야. 모르면 그저 따르기나 하자.
629,52,25~30,문영철,뭐가?*
633,52,25~30,문영철,야... 우리 휘발유가 그럴 정도면 만만한 놈들은 아닌 것 같은데...?
635,52,25~30,문영철,몇 놈이나 되냐?
640,52,25~30,문영철,야 진정해. 우미관에 알리는 게 먼저야.
642,52,25~30,문영철,우리가 명동을 맡고있긴 하지만 오야붕은 두한이야. 두한이 지시를 따라야지. 그리고 놈들 숫자도 만만치 않아. 잘못하면 패싸움이 될 수도 있다.
644,52,25~30,문영철,"휘발유, 네가 직접 가서 보고해라."
646,52,25~30,문영철,자 일단 어떤 놈들인지 구경부터 하자.
649,52,25~30,이화룡,"흐흐, 용기는 가상하구만 기래. 응? 하하하...*"
650,52,25~30,이화룡,다음...! 기 다음 나오라우. 나올 사람 없네? 앙?*
651,52,25~30,이화룡,"흐흐흐... 기래? 기럼 오늘은 이만 하디. 음, 얘들아 가자우! 하하하... 이 별거 아니구만, 음! 하하..."
653,52,25~30,이화룡,"오오... 흐흐흐, 인제야 나타나셨구만 기래. 기래, 여기 오야붕이네.?"
655,52,25~30,이화룡,"하하하... 기래, 기래... 내래 기 정도는 알디. 내 기 점은 사과하갔어."
658,52,25~30,이화룡,하디만 지금 우리 사정이 좀 급하게 됐어야. 남의 사정 봐줄 처지가 아니란 말이디.
660,52,25~30,이화룡,"이거, 이거이거 이... 말이 돔 거칠구만?"
661,52,25~30,이화룡,나... 이화룡이야. 평양에서 좀 놀았었디.
663,52,30~35,문영철,이화룡?
668,52,30~35,두한,어... 삼수 아니냐?
670,52,30~35,두한,뭐? 그게 무슨 소리야?
672,52,30~35,두한,어떤 놈들이야?
674,52,30~35,두한,이북? 무옥이하고 영철이는?
676,52,30~35,두한,가보자...
679,52,30~35,이화룡,"어허, 이보라우... 나이도 한참 아래인 거 같은데 자꾸 기렇게 반말 찍찍 하면 못쓰는 기야."
681,52,30~35,이화룡,어허... 이거 또 또...!
683,52,30~35,이화룡,어허 이거 아무래도 내레 아우님 버릇 좀 고쳐줘야갔구만?
685,52,30~35,문영철,조심해라. 보통내기는 아닌 것 같다.
688,52,30~35,이화룡,간나새끼!*
690,52,30~35,이화룡,새끼...!*
691,52,30~35,이화룡,이거 이... 제법이구만?*
694,52,30~35,이화룡,"뭬야, 오야붕이 따로 있었어?"
695,52,30~35,이화룡,너레 진짜 오야붕이네?
696,52,30~35,두한,뭔가? 타지에 왔으면 조용히 인사를 오던지 해야지 이게 무슨 행팬가?
697,52,30~35,이화룡,하하하하 말로 하면 여길 내놓갔네? 우리도 먹고 살아야디 안갔어?
698,52,30~35,두한,"무옥아, 물러서... 좋다, 그렇다면은..."
699,52,30~35,이화룡,기래... 건달이 무슨 말이 필요 있갔네...
701,52,30~35,이화룡,대단하구만 기래. 도저히 믿을 수가 없어.*
703,52,30~35,이화룡,역시 세상은 넓구만 기래...*
704,52,30~35,두한,동감이다.*
705,52,30~35,이화룡,기래도 끝장은 봐야디 안갔어?*
706,52,30~35,두한,물론.*
713,52,35~40,두한,아... 황형!
717,52,35~40,이화룡,하하하하하... 미안하게 됐시다! 명동이 김형 나와바린 줄 알았으면 내래 기러딘 않았을 거요. 헤헤헤...*
718,52,35~40,이화룡,"자자, 우리 정식으로 인사나 합시다레. 나 이화룡이오.*"
719,52,35~40,두한,초면에 나도 실례가 많았소. 김두한이오.*
722,52,35~40,두한,하하하! 그렇게 됐소. 하하...*
725,52,35~40,두한,"아이, 지난 일인데 뭐... 듭시다.*"
727,52,35~40,두한,빨갱이라니?
729,52,35~40,정진영,공산당이 왜 아무 잘못도 없는 사람을 죽이겠소? 황형이 뭔가 잘못 알고 있는 게 아니오?
731,52,35~40,정진영,뭐야?! 당신이 공산당에 대해서 알면은 얼마나 안다고 그런 헛소리야?!
733,52,35~40,두한,"야 진영아, 그만해!"
734,52,35~40,정진영,공산당은 인민의 해방을 위해서 투쟁하는 사람들이야! 죄없는 사람들 함부로 죽이는 사람들이 아니라구!
737,52,35~40,정진영,공산당은...!!
738,52,35~40,두한,"그만해, 진영아! 미안하게 됐소..."
739,52,35~40,두한,미안하게 됐소. 무옥이하고 영철이는 더 있도록 해... 명동을 관리하자면 자주 마주칠 테니까.
742,52,35~40,이화룡,이거 이거 빨간 물이 완전히 이빠이 들었구먼 그래... 안됐구만... 쯧쯧쯧... *
743,52,35~40,정진영,"미안하다, 두한아... 나도 모르게 그만..."
744,52,35~40,두한,괜찮아... 근데 너 많이 변한 것 같다. 예전엔 아무리 화가 나는 일이 있어도 그러지 않았는데...
745,52,35~40,정진영,나를 욕하는 건 참을 수 있지만 공산당을 악의적으로 비난하는 건 용납할 수가 없어.
746,52,35~40,두한,그렇게 공산당이 좋냐?
747,52,35~40,정진영,물론이야. 공산주의를 접하면서 난 내 인생의 의미를 되찾았어. 살아가는 이유 말이야.
749,52,35~40,정진영,여기서 헤어지자. 난 시공관으로 가볼게.
750,52,40~45,두한,"음, 그래. 나도 집에 좀 들어가봐야겠다. 할머님이 많이 편찮으시다는 얘기가 들려서..."
751,52,40~45,정진영,그래...? 어른들께 안부 전해드리고...
752,52,40~45,두한,나를 찾고 있나?*
753,52,40~45,두한,나한테 볼일이라도 있는 건가?*
755,52,40~45,두한,누가 말인가?
758,52,40~45,두한,지금 나하고 장난을 하자는 건가? 그런 일이라면 정당하게 나설 것이지 내 뒤를 밟아? 도대체 너희들 누구야?
760,52,40~45,두한,날 만나고 싶으면 그 사람더러 찾아오라고 해.
762,52,40~45,두한,웃기는 사람들이군... 용건이 있으면 날 찾아오라고 해.
769,52,40~45,두한,그만 가봐. 난 볼일이 없다.
784,52,40~45,문영철,어 왔냐?*
786,52,40~45,문영철,별일도 없고 해서 일들 보라고 했다. 아 우리야 우미관이 본집이고 여기는 작은집 아니냐? 근데 아무래도 여기 명동은 이제 쓸모가 없는 것 같다.
788,52,40~45,문영철,두한이가 이북 사람들한테 사실상 먹고 살라고 내준 땅이 아니냐? 이화룡이도 그렇고 황병관이도 그렇고...!
790,52,40~45,문영철,그리고 또 요사이 이 근처가 시끌시끌해.
792,52,40~45,문영철,북쪽에서 온 주먹들 말이다... 요사이 하루가 다르게 명동으로 모여들고 있어.
794,52,45~50,문영철,문제는 이화룡에 버금가는 주먹이 중앙극장에 자리를 잡았다는 거야.
795,52,45~50,문영철,"그 이름이... 뭐, 정팔이라고 하던가? 하여간 이화룡과 사이가 별로 좋질 않나 봐. 서로 충돌이 있었던 모양이다."
797,52,45~50,문영철,"뭐, 우리하곤 상관없지만 어쨌든 그것 때문에 이쪽 분위기가 아주 험악하다. 아무래도 어느 한 쪽은 떠나야 해결될 것 같다."
800,52,45~50,이화룡,"정팔이, 떠나라우."
801,52,45~50,이화룡,님자와 내가 한 동네에 있으면 서로 피를 보게 돼 있어. 기걸 원하는 건 아니갔디?
803,52,45~50,이화룡,좋은 말로 할 때 떠나라우.
805,52,45~50,이화룡,님자는 내 상대가 아니야? 기건 스스로도 잘 알고 있을 터인디...
809,52,45~50,이화룡,길게 말하디 안갔어. 나도 같은 이북 사람들끼리 싸우는 건 바라디 않아. 기래서 이 자리를 마련한 거디.
811,52,45~50,이화룡,기럼 해보자는 기야? 꼭 피를 봐야겠네?
813,52,45~50,이화룡,기래?
814,52,45~50,이화룡,기럼 협상은 끝났구만 기래.
